,_id,_index,_score,_source._source,_source.additional_rooms,_source.amenities.ac,_source.amenities.assigned_user_name,_source.amenities.beds,_source.amenities.cctv,_source.amenities.cooking_range,_source.amenities.cooking_range1,_source.amenities.created_by_name,_source.amenities.cupboard,_source.amenities.curtains,_source.amenities.date_entered,_source.amenities.date_modified,_source.amenities.deleted,_source.amenities.description,_source.amenities.dining_table,_source.amenities.dishwasher,_source.amenities.fridge,_source.amenities.gas_pipeline,_source.amenities.gas_stove,_source.amenities.geyser,_source.amenities.gym,_source.amenities.id,_source.amenities.inverter,_source.amenities.landmark_near_property,_source.amenities.lawn_garden,_source.amenities.lawn_graden,_source.amenities.lift,_source.amenities.maintenance,_source.amenities.microwave,_source.amenities.modified_by_name,_source.amenities.modular_kitchen,_source.amenities.name,_source.amenities.nearest_airport,_source.amenities.nearest_atm,_source.amenities.nearest_dept_store_groceries,_source.amenities.nearest_dine_outs,_source.amenities.nearest_hospitals,_source.amenities.nearest_markets,_source.amenities.nearest_metro,_source.amenities.nearest_movie_theatres,_source.amenities.nearest_pharmacies,_source.amenities.nearest_schools,_source.amenities.nearest_shopping_malls,_source.amenities.parking,_source.amenities.parking_description,_source.amenities.pet_friendly,_source.amenities.playground,_source.amenities.power_backup,_source.amenities.property_furnished,_source.amenities.security_guard,_source.amenities.security_guard_available_time,_source.amenities.sofa,_source.amenities.swimming_pool,_source.amenities.total_acs,_source.amenities.total_beds,_source.amenities.total_cupboards,_source.amenities.total_curtains,_source.amenities.total_dining_tables,_source.amenities.total_dishwashers,_source.amenities.total_fridges,_source.amenities.total_gas_stoves,_source.amenities.total_geysers,_source.amenities.total_inverters,_source.amenities.total_lifts,_source.amenities.total_microwaves,_source.amenities.total_sofas,_source.amenities.total_tvs,_source.amenities.total_washing_machines,_source.amenities.total_water_purifiers,_source.amenities.total_wifi,_source.amenities.tv,_source.amenities.washing_machine,_source.amenities.water_purifier,_source.amenities.wifi,_source.amenities_status,_source.assigned_user_name,_source.available_from_date,_source.availabllity,_source.backend_status,_source.city,_source.content_team_status,_source.covered_area,_source.created_by_name,_source.currency_type,_source.data_uploaded,_source.date_entered,_source.date_modified,_source.deleted,_source.description,_source.documents.assigned_user_name,_source.documents.created_by_name,_source.documents.date_entered,_source.documents.date_modified,_source.documents.deleted,_source.documents.description,_source.documents.document_001,_source.documents.document_002,_source.documents.document_003,_source.documents.document_004,_source.documents.document_005,_source.documents.document_006,_source.documents.document_007,_source.documents.document_008,_source.documents.document_009,_source.documents.document_010,_source.documents.id,_source.documents.modified_by_name,_source.documents.name,_source.documents.photo_001,_source.documents.photo_002,_source.documents.photo_003,_source.documents.photo_004,_source.documents.photo_005,_source.documents.photo_006,_source.documents.photo_007,_source.documents.photo_008,_source.documents.photo_009,_source.documents.photo_010,_source.documents.photo_011,_source.documents.photo_012,_source.documents.photo_013,_source.documents.photo_014,_source.documents.photo_015,_source.documents.photo_016,_source.documents.photo_017,_source.documents.photo_018,_source.documents.photo_019,_source.documents.photo_020,_source.documents.photo_021,_source.documents.photo_022,_source.documents.photo_023,_source.documents.photo_024,_source.documents.photo_025,_source.documents.photo_026,_source.documents.photo_027,_source.documents.photo_028,_source.documents.photo_029,_source.documents.photo_030,_source.documents_status,_source.first_name,_source.floor,_source.flooring_type,_source.from,_source.id,_source.last_name,_source.lease_duration_expected,_source.lease_subtype_expected1,_source.lease_type_expected,_source.locality,_source.location.lat,_source.location.lon,_source.lock_in_period,_source.maintenance_charges,_source.modified_by_name,_source.name,_source.no_of_balconies,_source.no_of_bathrooms,_source.owner_verified,_source.periodicity_maintenance_bill,_source.personal_lawn_garden,_source.pin_code,_source.plot_area,_source.posted_on,_source.proof_of_ownership_of_rental_p,_source.property_address,_source.property_facing,_source.property_id,_source.property_title,_source.property_type,_source.property_verified,_source.property_word_decription,_source.query.filtered.filter.geo_distance.distance,_source.query.filtered.filter.geo_distance.location.lat,_source.query.filtered.filter.geo_distance.location.lon,_source.query.filtered.query.bool.must,_source.record_creation_type,_source.rejection_comments,_source.remarks,_source.rent_expected,_source.security_deposit,_source.send_email,_source.servant_room,_source.servant_room_with_toilet,_source.servant_rooms,_source.size,_source.state,_source.status,_source.suitable_day,_source.suitable_time_to_call,_source.total_floors,_source.type_of_accomodation,_source.unique_id,_source.unit_of_measure,_source.unit_of_measure1,_source.year_of_construction,_source.year_of_construction1,_type
0,18652885-f1f4-4464-a20e-566301c73420,propertydata,1.0,,Yes,1.0,,1.0,0,,0.0,Red Girraffe,1.0,1.0,2015-12-05 15:25:45,2016-01-04 07:36:42,0,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,6cf05ac2-d993-fd71-0c37-5663013fe6dc,0.0,,0,,0.0,1.0,0.0,Red Girraffe,0,RG-0000000289,,,,,,,,,,,,1.0,^open^,0,0.0,0.0,,1.0,24,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,pending,,2015-12-24,10:00 to 17:00,pending,New Delhi,pending,1400.0,,INR,,2015-12-05 15:25:45,2016-02-01 08:28:27,0.0,"A recently constructed, fully furnished, third floor, 3 bedroom builder flat with 3 bathrooms and 2 balconies is available for rent in Kalkaji.Also included are a beds,TV, ACs,fridge, washing machine,curtains, cupboards,sofa, wi-fi,water purifier, gas stove, geysers, 24H security and ample parking.The property comes with a servants room with attached bathroom. ",,Red Girraffe,2015-12-05 15:25:45,2016-01-07 19:00:06,0,,,,,,,,,,,,43110c25-982d-3dc9-d9ee-566301fd847e,Red Girraffe,RG-0000000289,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 1 Bath Room 1.jpg,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 1 Drawing cum Dinning area.jpg,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 2 Bed Room 1.jpg,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 3 Bed Room 2.jpg,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 4 Bed Room 2.jpg,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 5 Bed Room 3.jpg,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 6 Bath Room 2.jpg,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 7 Bath Room 2.jpg,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 8 Bath Room 3.jpg,https://storage.googleapis.com/rglistcdn/24Dec2015/RG0000000289/RG0000000289- 9 Kitchen.jpg,,,,,,,,,,,,,,,,,,,,,pending,,3rd,"^marble^,^tiles^",,18652885-f1f4-4464-a20e-566301c73420,,36.0,^^,^any^,Kalkaji Extn,28.544822,77.259317,12.0,5000.0,,RG-0000000289,2.0,3.0,0,monthly,,110019,1800,2016-02-1,No,,,,"Recently Constructed, Fully Furnished 3 BHK, 1400 Sq.Ft, Third Floor, Builder Flat Available for Rent in Kalkaji.",builder_floor,0,,,,,,,,"1) 3 Bed Rooms with attach
    3 Bath Rooms
2) Fully furnished property with 
    excellent furniture",75000,225000,,1,1,,,,approved,Any,,3,3bhk,,sqft,sqft,,2_5,listings
0,16ef1b28-67b3-eb98-ae66-5679580ac934,propertydata,1.0,,No,0.0,,0.0,0,,0.0,Red Girraffe,1.0,0.0,2015-12-22 14:05:51,2016-01-04 12:50:31,0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,491fd40f-c651-b01f-b5d2-567958f5f11f,0.0,,0,,1.0,1.0,0.0,Administrator,0,RG-0000000572,,,,,,,,,,,,1.0,^open^,0,0.0,0.0,,1.0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pending,,2015-12-23,10:00 to 17:00,pending,New Delhi,pending,2100.0,,INR,,2015-12-22 14:05:51,2016-02-01 08:28:26,0.0,"Newly constructed, first floor with lift, 3 bedroom builder flat with 3 bathrooms and 2 balconies is available for rent in New Friends Colony. This unfurnished property includes cupboards, gas stove, geysers, gas pipeline, 24hr security and open parking space. It comes with a servants room with attached bathroom.",,Red Girraffe,2015-12-22 14:05:51,2016-01-07 19:00:01,0,,,,,,,,,,,,311f91f5-7435-c4bb-2093-567958c0105d,Red Girraffe,RG-0000000572,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 1 Drawing cum Dinning area.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 10 Kitchen 1.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 11 Kitchen 1.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 2 Bed Room 1.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 3 Bath Room 1.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 4 Bed Room 2.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 5 Bed Room 2.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 6 Bath Room 2.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 7 Bed Room 3.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 8 Bath Room 3.jpg,https://storage.googleapis.com/rglistcdn/23Dec2015/RG0000000572/RG0000000572- 9 Balcony.jpg,,,,,,,,,,,,,,,,,,,,pending,,1st,^marble^,,16ef1b28-67b3-eb98-ae66-5679580ac934,,24.0,^^,^any^,New Friends Colony,28.56993,77.269141,12.0,15000.0,,RG-0000000572,2.0,3.0,0,monthly,,110025,2700,2016-02-1,No,,,,"Newly Constructed, Well Maintained, 3BHK, 2100 Sq.Ft, First Floor with lift, Builder Flat, Available for Rent in New Friends Colony.",builder_floor,0,,,,,,,,"1) 3 Bed Rooms with attach
    3 Bath Rooms",100000,300000,,1,1,,,,approved,Any,,3,3bhk,,sqft,sqft,,0_2,listings
0,14c59d9d-c29e-85be-7a14-563cb13bd9d3,propertydata,1.0,,Yes,1.0,,0.0,0,,0.0,Administrator,1.0,0.0,2015-11-06 13:57:16,2015-12-03 09:41:19,0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3452d0a1-1c02-f466-c049-563cb19e0487,0.0,,0,,1.0,1.0,0.0,Administrator,0,RG-0000000024,,,,,,,,,,,,1.0,^reserved^,0,0.0,1.0,,1.0,24,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pending,,2015-11-26,09:00 to 19:00,pending,New Delhi,pending,4400.0,,INR,,2015-11-06 13:57:13,2016-02-01 08:28:25,0.0,"5BHK, first floor (duplex), builder flat is available for rent in Friends Colony. It comes with 6 bathroom, 4 balconies and an additional room. There is also a servant room with attached bathroom and a common lawn on the premises.This ready to move in, semi furnished property comes with with marble flooring and is equipped with amenities such as ACs, cupboards, gas stove and geysers. There is also a reserved parking space and lift along with 24 hours security and power backup.",,Administrator,2015-11-06 13:57:15,2015-12-10 05:20:50,0,,,,,,,,,,,,f02167a1-8189-f1e3-d7e2-563cb19e6ad2,Red Girraffe,RG-0000000024,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 1 Building View.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 10 Lobby 2.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 11 Bed Room 1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 12 Bed Room 1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 13 Bed Room 2.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 14 Bed Room 2.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 15 Bed Room 3.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 16 Bed Room 3.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 17 Bed Room 4.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 18 Bed Room 4.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 19 Bed Room 4.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 2 Building Main Gate Entrance.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 20 Bed Room 5.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 21 Bed Room 5.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 22 Balcony 1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 23 Balcony 2.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 24 Bath Room 1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 25 Bath Room 2.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 26 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 3 Main Dntrance.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 4 Floor Entrance.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 5 Lobby 1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 6 Drawing Room 1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 7 Drawing Room 1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 8 Dinning Room.jpg,https://storage.googleapis.com/rglistcdn/RG0000000024/RG0000000024- 9 Personal Lawn-Garden.jpg,,,,,pending,,Duplex,^marble^,,14c59d9d-c29e-85be-7a14-563cb13bd9d3,,24.0,^^,^any^,Friends Colony,28.564197,77.264569,12.0,11000.0,,RG-0000000024,4.0,6.0,0,monthly,,,6750,2016-02-1,no,,,,"5BHK, 4400sq ft., First Floor (duplex), Builder Flat in Friends Colony is Available for Rent.",builder_floor,0,,,,,,,,well  maintained common lawn in the premeises which can also be used  by Tenant,175000,350000,,1,1,,,,approved,Any,,2,5bhk,,sqft,sqft,,5_10,listings
0,1b4d7262-d47f-963e-340b-564f129ef0fc,propertydata,1.0,,Yes,1.0,,0.0,0,,0.0,Red Girraffe,1.0,0.0,2015-11-20 12:29:01,2015-12-10 06:45:14,0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,71d50227-ad7c-c02a-d7f4-564f12ead694,0.0,Back Side Star Mall,1,,1.0,1.0,1.0,Administrator,0,RG-0000000121,,,,,,,,,,,,1.0,^reserved^,0,1.0,1.0,,1.0,24,0.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,pending,,2015-11-22,9:00 to 15:00,pending,Gurgaon,pending,6900.0,,INR,,2015-11-20 12:28:58,2016-02-01 08:28:29,0.0,"Recently constructed 5BHK, Pent house on 12th and 13th floor (duplex) is available for rent in Sector-30, Gurgaon. There are 6 attached bathrooms and 7 balconies with separate study room, puja room, store room and servants quarters with attached bathrooms. Semi furnished property with tiles and wooden flooring, equipped with amenities such as ACs, microwave, wi-fi, cupboards, geysers etc. It also comes with independent lift and reserved parking area, 24 hours security, power and water backup. Swimming pool, gym and playground are few of luxurious amenities available in this ready to move in pent house.",,Red Girraffe,2015-11-20 12:29:01,2015-12-10 06:39:36,0,,,,,,,,,,,,2c28acf4-6ea7-1820-019a-564f12fd7b9c,Red Girraffe,RG-0000000121,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -10 Bed Room -2.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -11  Entrance Bed Room-3.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -12 Bed Room- 3.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -13 Bed Room -4.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -14 Bed Room -5.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -15 Bed Room -5.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -16 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -17 Kitchen out side space.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -18 Kitchen store.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -19  Space Before Bath Room -1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -2 Tower View.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -20 Bath Room -1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -21 Bath Room-4.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -22 BathRoom-5.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -23 Balcony.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -24 Balcony.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -25 Balcony.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -26 Balcony.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -28 Balcony.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -29 Balcony.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -3 Tower Ground Lobby.jpg,"https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -30, 4 Additional Room.jpg",https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -31 Balcony.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -32 Lift Lobby.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -4 Floor Entrance.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -5 Drawing Room side view.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -6 Drawing Room cum Dinging Area.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -7 Drawing Entrance side.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -8 Bed Room -1.jpg,https://storage.googleapis.com/rglistcdn/RG0000000112/RG0000000112 -9 Bed Room -2.jpg,pending,,Duplex,"^wooden^,^tiles^",,1b4d7262-d47f-963e-340b-564f129ef0fc,,24.0,^^,^any^,"Sector-30, Gurgaon",28.460584,77.057885,12.0,20000.0,,RG-0000000121,7.0,6.0,0,monthly,,122001,7500,2016-02-1,yes,,,,"Spacious 5BHK 7500sq feet, 12th and 13th floor (duplex) Pent house in Sector-30, Gurgaon is available for rent.",multistory_apartment,0,,,,,,,,"The details of the property are as follows:
 Unitech World Spa, Penthouse for lease, 7500 sq ft, 5 Bed Room, North facing, Dupleix apartment on the 12th & 13th floor, with independent lift access on the 12th floor
  Built in Modular Stainless Steel kitchen. Separate Study rooms, Puja room & store rooms, 2 Quarters for Service Staff with attached Bathrooms. 24 hour security, Power / generator & Water back up.
 • State-of-the-art health club featuring reception / waiting areas, fully equipped exercise
 areas, fitness rooms, massage room, steam room, change rooms, lockers
 • Club with a Swimming pool , Indoor lap pool , Kid’s Splash pool , Spa Facilities , Jacuzzi , Steam room
 • Video enterphone system allows identification / screening of guests
 Restricted floor access
 • Basement parking for 2 Cars
 • Elevators (exclusive access to the 12th floor for Tower A5)
 • Two passengers and one service high performance elevator system
 Well connected with National Highway -8 Expressway.",200000,400000,,1,1,,,,approved,Any,,13,5bhk,,sqft,sqft,,0_2,listings
0,1bc1aa7b-ea59-346a-1869-5698e4bb4aec,propertydata,1.0,,No,0.0,,0.0,0,,0.0,Red Girraffe,1.0,0.0,2016-01-15 12:22:56,2016-01-15 12:48:29,0,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,484c8f40-2b8a-ec96-4fde-5698e431ed58,0.0,,0,,1.0,0.0,0.0,Red Girraffe,0,RG-0000000846,,,,,,,,,,,,1.0,^reserved^,0,0.0,1.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pending,,2016-01-08,24 Hours (Between 09:00 to 19:00),pending,NeW Delhi,pending,1500.0,,INR,,2016-01-15 12:22:56,2016-02-01 08:28:29,0.0,"Newly constructed, First floor with lift, 3 bedroom Builder Flat with 3 bathrooms and 2 balconies is available for rent in Uday Park. This unfurnished property includes cupboards, gas stove, geysers, gas pipeline, power backup and reserved parking space. It comes with a servants room with attached bathroom.",,Red Girraffe,2016-01-15 12:22:56,2016-01-29 07:38:57,0,,,,,,,,,,,,3464457b-b7f6-69cd-6d3b-5698e4eb2d71,Red Girraffe,RG-0000000846,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -1 Drawing cum Dining room.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -10 Bed room -3.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -11 Passage.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -2 Drawing cum Dining room.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -3 Kitchen.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -4 Bed room -1.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -5 Bed room -1.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -5 Bed room -2.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -6 Bath room -1.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -7 Bed room -2.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -8 Bed room -2.jpg,https://storage.googleapis.com/rglistcdn/08Jan 2016/RG-0000000764A/RG-0000000764A -9 Bed room -3.jpg,,,,,,,,,,,,,,,,,,,pending,,1st,"^marble^,^wooden^",,1bc1aa7b-ea59-346a-1869-5698e4bb4aec,,36.0,^^,^any^,Uday Park,28.56027,77.219244,12.0,0.0,,RG-0000000846,2.0,3.0,0,NA,,110049,1953,2016-02-1,No,,,,"Newly Constructed, Well Maintained, 3BHK, 1500 Sq.Ft, First Floor with lift, Builder Flat, Available for Rent in Uday Park.",builder_floor,0,,,,,,,,1) Three Bedrooms attach bathrooms 2) Brand new Unfurnished property 3)With Power Backup,100000,200000,,1,1,,,,approved,Any,,3,3bhk,,sqft,sqft,,0_2,listings
